No,Busstop name,Street,公交车站站名,街道名
76459,Blk 323,Tampines St 33,大牌323,淡滨尼33街
59351,Opp Blk 322,Yishun Ctrl,大牌322对面,义顺中路
54247,Blk 322,Ang Mo Kio Ave 3,大牌322,宏茂桥3道
72011,Blk 322,Jln Eunos,大牌322,惹兰友诺士
59359,Blk 322,Yishun Ctrl,大牌322,义顺中路
64309,Opp Blk 321,Hougang Ave 7,大牌321对面,后港7道
67351,Blk 321 CP,Anchorvale Dr,大牌321CP,安谷通道
46539,Blk 320,Woodlands Ave 3,大牌320,兀兰3道
52339,Blk 32,Lor 6 Toa Payoh,大牌32,大巴窑6巷
46141,Blk 32,Marsiling Dr,大牌32,马西岭通道
84021,Blk 32,New Upp Changi Rd,大牌32,新樟宜路上段
15101,Opp LP 31,Sth Buona Vista Rd,大牌31对面,南波那维斯达路
67581,Blk 319A,Anchorvale Link,大牌319A,安谷连路
43721,Blk 319,Gombak Dr,大牌319,甘柏通道
53131,Blk 319,Marymount Rd,大牌319,玛丽蒙路
66361,Blk 319,S'goon Ave 2,大牌319,实龙岗2道
17211,Bet Blks 315/318,Clementi Ave 4,大牌318对面,金文泰4道
59621,Bet Blks 318A/318B,Yishun Ave 6,大牌318B对面,义顺6道
71101,Blk 318,Ubi Ave 1,大牌318,乌美1道
17181,Opp Blk 317,C'wealth Ave West,大牌317对面,联邦西道
67389,Blk 317B,Sengkang East Way,大牌317B,盛港东大道
17189,Blk 317,C'wealth Ave West,大牌317,联邦西道
58291,Blk 317,Sembawang Dr,大牌317,三巴旺通道
64239,Opp Blk 316,Hougang Ave 7,大牌316对面,后港7道
64231,Blk 316,Hougang Ave 7,大牌316,后港7道
28469,Blk 316,Jurong East Ave 1,大牌316,裕廊东1道
54079,Opp Blk 315,Ang Mo Kio Ave 1,大牌315对面,宏茂桥1道
43489,Opp Blk 315,Bt Batok West Ave 2,大牌315对面,武吉巴督西2道
58241,Opp Blk 315,Sembawang Vista,大牌315对面,三巴旺景路
43481,Blk 315,Bt Batok West Ave 2,大牌315,武吉巴督西2道
59389,Opp Blk 314,Yishun Ring Rd,大牌314对面,义顺环路
53299,Blk 314,Shunfu Rd,大牌314,顺福路
59381,Blk 314,Yishun Ring Rd,大牌314,义顺环路
67361,Blk 313B,Anchorvale Dr,大牌313B,安谷通道
67379,Opp Blk 313 CP,Anchorvale Rd,大牌313 CP对面,安谷路
67371,Blk 313 CP,Anchorvale Rd,大牌313 CP,安谷路
58109,Opp Blk 311,Canberra Rd,大牌311对面,坎贝拉路
28471,Opp Blk 311,Jurong East St 32,大牌311对面,裕廊东32街
67321,Blk 311A,Sengkang East Ave,大牌311A,盛港东道
58101,Blk 311,Canberra Rd,大牌311,坎贝拉路
71099,Blk 311,Eunos Link,大牌311,友诺士连路
67329,Opp Blk 310B,Sengkang East Ave,大牌310B对面,盛港东道
54071,Blk 310,Ang Mo Kio Ave 1,大牌310,宏茂桥1道
65801,Blk 309D,Anchorvale Rd,大牌309D,安谷路
58249,Blk 309,Sembawang Vista,大牌309,三巴旺景路
59171,Blk 309,Yishun Ave 9,大牌309,义顺9道
17201,Blk 308,Clementi Ave 4,大牌308,金文泰4道
64241,Blk 308,Hougang Ave 5,大牌308,后港5道
45239,Bet Blks 306/307,Choa Chu Kang Way,大牌307对面,蔡厝港大道
76419,Blk 307A,Tampines St 32,大牌307A,淡滨尼32街
67369,Blk 306 CP,Anchorvale Dr,大牌306CP,安谷通道
43471,Blk 306,Bt Batok West Ave 2,大牌306,武吉巴督西2道
28481,Blk 306,Jurong East St 32,大牌306,裕廊东32街
43479,Opp Blk 305,Bt Batok West Ave 2,大牌305对面,武吉巴督西2道
67301,Blk 305D,Sengkang East Ave,大牌305D,盛港东道
54019,Aft Blk 304,Ang Mo Kio Ave 6,大牌304之后,宏茂桥6道
17379,Blk 304,Clementi Ave 6,大牌304,金文泰6道
58399,Opp Blk 303,Sembawang Ave,大牌303对面,三巴旺道
67299,Opp Blk 303B,Sengkang East Ave,大牌303B对面,盛港东道
67291,Blk 303B,Sengkang East Ave,大牌303B,盛港东道
28291,Blk 303,Jurong Town Hall Rd,大牌303,裕廊镇大会堂路
58391,Blk 303,Sembawang Ave,大牌303,三巴旺道
46591,Blk 303,Woodlands Ave 1,大牌303,兀兰1道
71159,Blk 3026,Ubi Ave 2,大牌3026,乌美2道
71149,Blk 3024,Ubi Ave 2,大牌3024,乌美2道
71141,Blk 3023,Ubi Ave 2,大牌3023,乌美2道
71151,Blk 3021,Ubi Ave 2,大牌3021,乌美2道
76109,Blk 302,Tampines Ave 2,大牌302,淡滨尼2道
71139,Blk 302,Ubi Ave 2,大牌302,乌美2道
64019,Blk 302,Upp S'goon Rd,大牌302,实龙岗路上段
67279,Blk 301D,Sengkang East Rd,大牌301D,盛港东路
65091,Blk 301A,Punggol Rd,大牌301A,榜鹅路
71161,Blk 3019,Ubi Ave 2,大牌3019,乌美2道
96109,Opp Blk 3012,Simei Ave,大牌3012对面,四美道
96101,Blk 3012,Simei Ave,大牌3012,四美道
84439,Opp Blk 3011,Bedok Nth Ave 4,大牌3011对面,勿洛北4道
84431,Blk 3011,Bedok Nth Ave 4,大牌3011,勿洛北4道
52309,Blk 30,Toa Payoh East,大牌30,大巴窑东
12129,Blk 3,Ghim Moh Rd,大牌3,锦茂路
10021,Blk 3,Neil Rd,大牌3,尼路
10131,Opp Blk 2,Jln Bt Merah,大牌2对面,惹兰红山
10399,Melati Blk 2,Kg Bahru Rd,大牌2对面,甘榜？鲁路
48019,Mandai Camp 2,Mandai Rd,大牌2对面,万礼路
80271,Opp Blk 2,Mountbatten Rd,大牌2对面,蒙巴登路
94079,Bedok Camp 2,Upp East Coast Rd,大牌2对面,东海岸路上段
80101,Opp Blk 2C,Lor 1 Geylang,大牌2C对面,芽笼1巷
80109,Bet Blks 2B/2C,Lor 1 Geylang,大牌2C对面,芽笼1巷
6071,Blk 2B,Zion Rd,大牌2B,锡安路
65061,Blk 298A,Punggol Rd,大牌298A,榜鹅路
43699,Blk 298,Bt Batok Ave 1,大牌298,武吉巴督1道
65229,Blk 298,Punggol Ctrl,大牌298,榜鹅中路
44571,Blk 297D,Choa Chu Kang Ave 2,大牌297D,蔡厝港2道
67259,Blk 297A,Compassvale St,大牌297A,康埔桦街
65089,Opp Blk 296,Punggol Rd,大牌296对面,榜鹅路
44089,Opp Blk 296A,Choa Chu Kang Ave 1,大牌296A对面,蔡厝港1道
44081,Blk 296A,Choa Chu Kang Ave 1,大牌296A,蔡厝港1道
44561,Opp Blk 295,Choa Chu Kang Ave 2,大牌295对面,蔡厝港2道
44569,Blk 295,Choa Chu Kang Ave 2,大牌295,蔡厝港2道
65221,Opp Blk 293,Punggol Ctrl,大牌293对面,榜鹅中路
45451,Blk 293,Choa Chu Kang Ave 1,大牌293,蔡厝港1道
43501,Opp Blk 291E,Bt Batok St 23,大牌291E对面,武吉巴督23街
43509,Blk 291E,Bt Batok St 23,大牌291E,武吉巴督23街
43141,Opp Blk 291A,Bt Batok East Ave 6,大牌291A对面,武吉巴督东6道
67431,Opp Blk 291A,Compassvale St,大牌291A对面,康埔桦街
43149,Blk 291A,Bt Batok East Ave 6,大牌291A,武吉巴督东6道
67439,Blk 291A,Compassvale St,大牌291A,康埔桦街
59239,Blk 291,Yishun Ring Rd,大牌291,义顺环路
43611,Blk 290H,Bt Batok East Ave 3,大牌290H,武吉巴督东3道
52129,Blk 29,Jln Bahagia,大牌29,惹兰安娜武吉
60119,Opp Blk 28,Bendemeer Rd,大牌28对面,明地迷亚路
10111,Opp Blk 28,Jln Bt Merah,大牌28对面,惹兰红山
43619,Blk 289E,Bt Batok East Ave 3,大牌289E,武吉巴督东3道
44511,Blk 289,Choa Chu Kang Ave 3,大牌289,蔡厝港3道
59211,Blk 289,Yishun Ave 7,大牌289,义顺7道
59219,Opp Blk 288,Yishun Ave 7,大牌288对面,义顺7道
28639,Blk 288E,Toh Guan Rd,大牌288E,卓源路
28631,Opp Blk 288D,Toh Guan Rd,大牌288D对面,卓源路
43191,Blk 288C,Bt Batok East Ave 6,大牌288C,武吉巴督东6道
28649,Blk 286A,Toh Guan Rd,大牌286A,卓源路
76099,Blk 285,Tampines Ave 2,大牌285,淡滨尼2道
28641,Blk 284,Toh Guan Rd,大牌284,卓源路
43189,Blk 283,Bt Batok East Ave 3,大牌283,武吉巴督东3道
76301,Blk 283,Tampines St 22,大牌283,淡滨尼22街
76291,Opp Blk 280,Tampines St 22,大牌280对面,淡滨尼22街
44521,Blk 280,Choa Chu Kang Ave 3,大牌280,蔡厝港3道
14319,Blk 28,Telok Blangah Rise,大牌28,直落布兰雅坡
14299,Opp Blk 27,Telok Blangah Way,大牌27对面,直落布兰雅大道
44459,Blk 277,Choa Chu Kang Way,大牌277,蔡厝港大道
27461,Opp Blk 276B,Jurong West Ave 3,大牌276B对面,裕廊西3道
27469,Blk 276B,Jurong West Ave 3,大牌276B,裕廊西3道
98029,Opp Blk 275,Loyang Ave,大牌275对面,罗央道
98021,Blk 275,Loyang Ave,大牌275,罗央道
27459,Blk 273B,Jurong West Ave 3,大牌273B,裕廊西3道
44579,Aft Blk 272,Choa Chu Kang Ave 2,大牌272对面,蔡厝港2道
65341,Opp Blk 272C,Punggol Field,大牌272C对面,榜鹅场
65349,Blk 272C,Punggol Field,大牌272C,榜鹅场
43161,Blk 272,Bt Batok East Ave 4,大牌272,武吉巴督东4道
59209,Blk 272,Yishun Ave 6,大牌272,义顺6道
44301,Opp Blk 271,Bangkit Rd,大牌271对面,万吉路
27451,Bet Blks 272D/271A,Jurong West Ave 3,大牌271A对面,裕廊西3道
44261,Blk 270,Bt Panjang Rd,大牌270,武吉班让路
52331,Blk 27,Lor 6 Toa Payoh,大牌27,大巴窑6巷
84049,Blk 27,New Upp Changi Rd,大牌27,新樟宜路上段
14291,Blk 27,Telok Blangah Way,大牌27,直落布兰雅大道
44139,Opp Blk 26,Choa Chu Kang Rd,大牌26对面,蔡厝港路
98099,Blk 269A,Pasir Ris Dr 1,大牌269A,巴西立通道1
65461,Opp Blk 268D,Punggol Field,大牌268D对面,榜鹅场
65441,Opp Blk 268D,Punggol Field,大牌268D对面,榜鹅场
65331,Opp Blk 268D,Punggol Field,大牌268D对面,榜鹅场
65491,Opp Blk 268D,Punggol Field,大牌268D对面,榜鹅场
65481,Opp Blk 268D,Punggol Field,大牌268D对面,榜鹅场
65451,Opp Blk 268D,Punggol Field,大牌268D对面,榜鹅场
65339,Blk 268C,Punggol Field,大牌268C,榜鹅场
43221,Blk 267,Bt Batok East Ave 2,大牌267,武吉巴督东2道
43229,Opp Blk 266,Bt Batok East Ave 2,大牌266对面,武吉巴督东2道
76179,Opp Blk 266,Tampines St 21,大牌266对面,淡滨尼21街
28629,Blk 266,Jurong East Ctrl,大牌266,裕廊东中路
76171,Blk 266,Tampines St 21,大牌266,淡滨尼21街
65409,Bef Blk 264,Punggol Ctrl,大牌264对面,榜鹅中路
65401,Opp Blk 264A,Punggol Ctrl,大牌264A对面,榜鹅中路
21379,Blk 263,Jln Boon Lay,大牌263,惹兰文礼
67419,Opp Blk 261,Sengkang East Rd,大牌261对面,盛港东路
67411,Blk 261,Sengkang East Rd,大牌261,盛港东路
66371,Blk 261,S'goon Ctrl,大牌261,实龙岗中路
53159,Blk 260,Marymount Rd,大牌260,玛丽蒙路
44131,Blk 26,Choa Chu Kang Rd,大牌26,蔡厝港路
10379,Blk 25B,Lower Delta Rd,大牌25B,立达路下段
67249,Blk 259C,Compassvale Rd,大牌259C,康埔桦路
76409,Blk 259,Tampines St 21,大牌259,淡滨尼21街
43441,Opp Blk 258,Bt Batok East Ave 2,大牌258对面,武吉巴督东2道
54181,Blk 258,Ang Mo Kio Ave 4,大牌258,宏茂桥4道
43449,Blk 258,Bt Batok East Ave 2,大牌258,武吉巴督东2道
66051,Opp Blk 257,Boundary Rd,大牌257对面,曼德里路
66059,Blk 257A,Boundary Rd,大牌257A,曼德里路
53371,Blk 257,Bishan St 22,大牌257,碧山22街
59249,Blk 257,Yishun Ring Rd,大牌257,义顺环路
54161,Opp Blk 255,Ang Mo Kio St 11,大牌255对面,宏茂桥11街
54169,Blk 255,Ang Mo Kio St 11,大牌255,宏茂桥11街
53161,Opp Blk 254,Marymount Rd,大牌254对面,玛丽蒙路
43169,Blk 254,Bt Batok East Ave 4,大牌254,武吉巴督东4道
53169,Blk 254,Marymount Rd,大牌254,玛丽蒙路
96159,Blk 254,Simei St 1,大牌254,四美1街
44311,Opp Blk 253,Bangkit Rd,大牌253对面,万吉路
67251,Blk 253,Compassvale St,大牌253,康埔桦街
28299,Blk 253,Jurong Town Hall Rd,大牌253,裕廊镇大会堂路
28339,Blk 252,Jurong East Ave 1,大牌252,裕廊东1道
67101,Blk 250A,Sengkang East Way,大牌250A,盛港东大道
59199,Blk 250,Yishun Ave 6,大牌250,义顺6道
53189,Blk 25,Sin Ming Rd,大牌25,新民路
44421,Blk 25,Teck Whye Lane,大牌25,德惠巷
14279,Blk 25,Telok Blangah Way,大牌25,直落布兰雅大道
52319,Blk 25,Toa Payoh East,大牌25,大巴窑东
84649,Opp Blk 24,Chai Chee Rd,大牌24对面,菜市路
56269,Opp Blk 248,Ang Mo Kio Ave 1,大牌248对面,宏茂桥1道
63071,Opp Blk 248,Hougang Ave 3,大牌248对面,后港3道
76161,Opp Blk 248,Tampines St 21,大牌248对面,淡滨尼21街
67241,Blk 248A,Compassvale Rd,大牌248A,康埔桦路
56261,Blk 248,Ang Mo Kio Ave 1,大牌248,宏茂桥1道
63079,Blk 248,Hougang Ave 3,大牌248,后港3道
76169,Blk 248,Tampines St 21,大牌248,淡滨尼21街
54069,Opp Blk 246,Ang Mo Kio Ave 1,大牌246对面,宏茂桥1道
54061,Blk 246,Ang Mo Kio Ave 1,大牌246,宏茂桥1道
28329,Blk 246,Jurong East Ave 1,大牌246,裕廊东1道
59181,Opp Blk 245,Yishun Ave 9,大牌245对面,义顺9道
53379,Blk 245,Bishan St 22,大牌245,碧山22街
59189,Blk 245,Yishun Ave 9,大牌245,义顺9道
43431,Opp Blk 242,Bt Batok East Ave 2,大牌242对面,武吉巴督东2道
78201,Opp Blk 242,Pasir Ris St 21,大牌242对面,巴西立21街
43439,Blk 242,Bt Batok East Ave 2,大牌242,武吉巴督东2道
78209,Blk 242,Pasir Ris St 21,大牌242,巴西立21街
67189,Opp Blk 241,Compassvale Rd,大牌241对面,康埔桦路
63081,Opp Blk 241,Hougang Ave 3,大牌241对面,后港3道
63089,Blk 241,Hougang Ave 3,大牌241,后港3道
28621,Blk 241,Jurong East Ctrl,大牌241,裕廊东中路
59179,Blk 241,Yishun Ave 9,大牌241,义顺9道
43429,Blk 240,Bt Batok East Ave 2,大牌240,武吉巴督东2道
67181,Blk 240,Compassvale Rd,大牌240,康埔桦路
84641,Blk 24,Chai Chee Rd,大牌24,菜市路
20319,Blk 24,Pandan Loop,大牌24,班丹环道
44449,Opp Blks 237/239,Choa Chu Kang Way,大牌239对面,蔡厝港大道
44441,Blk 239,Choa Chu Kang Way,大牌239,蔡厝港大道
44331,Blk 239,Fajar Rd,大牌239,法嘉路
63271,Blk 239,Hougang Ave 1,大牌239,后港1道
28321,Blk 239,Jurong East Ave 1,大牌239,裕廊东1道
66369,Blk 238,S'goon Ave 2,大牌238,实龙岗2道
76159,Opp Blk 237,Tampines St 21,大牌237对面,淡滨尼21街
52369,Blk 237,Lor 6 Toa Payoh,大牌237,大巴窑6巷
76151,Blk 237,Tampines St 21,大牌237,淡滨尼21街
59241,Blk 236,Yishun Ring Rd,大牌236,义顺环路
67109,Blk 235,Sengkang East Way,大牌235,盛港东大道
45101,Aft LP 234,Woodlands Rd,大牌234对面,兀兰路
44471,Blk 234,Choa Chu Kang Ctrl,大牌234,蔡厝港中
78121,Bet Blks 232/233,Pasir Ris Dr 3,大牌233对面,巴西立通道3
78129,Opp Blk 233,Pasir Ris Dr 3,大牌233对面,巴西立通道3
66049,Blk 233,Boundary Rd,大牌233,曼德里路
96261,Blk 233,Simei St 3,大牌233,四美3街
76209,Blk 233,Tampines Ave 7,大牌233,淡滨尼7道
63261,Opp Blk 232,Hougang Ave 1,大牌232对面,后港1道
63269,Blk 232,Hougang Ave 1,大牌232,后港1道
52391,Opp Blk 231,Lor 8 Toa Payoh,大牌231对面,大巴窑8巷
43179,Blk 231,Bt Batok East Ave 3,大牌231,武吉巴督东3道
52399,Blk 231,Lor 8 Toa Payoh,大牌231,大巴窑8巷
65041,Blk 231,Punggol Rd,大牌231,榜鹅路
78159,Opp Blk 230,Pasir Ris Dr 4,大牌230对面,巴西立通道4
76221,Opp Blk 230,Tampines Ave 7,大牌230对面,淡滨尼7道
76219,Blk 230E,Tampines Ave 7,大牌230E,淡滨尼7道
76401,Blk 230B,Tampines St 21,大牌230B,淡滨尼21街
66041,Blk 230,Boundary Rd,大牌230,曼德里路
78151,Blk 230,Pasir Ris Dr 4,大牌230,巴西立通道4
46111,Blk 23,Admiralty Rd,大牌23,海军部路
53171,Blk 23,Sin Ming Rd,大牌23,新民路
52311,Blk 23,Toa Payoh East,大牌23,大巴窑东
28131,Bef Track 22,Jurong Rd,大牌22对面,裕廊路
28139,Aft Track 22,Jurong Rd,大牌22对面,裕廊路
28141,Aft Track 22,Jurong Rd,大牌22对面,裕廊路
28149,Bef Track 22,Jurong Rd,大牌22对面,裕廊路
65129,Aft Track 22,Punggol Rd,大牌22对面,榜鹅路
65121,Opp Track 22,Punggol Rd,大牌22对面,榜鹅路
46921,Opp Blk 22,Woodlands Link,大牌22对面,兀兰连路
43171,Blk 229,Bt Batok East Ave 3,大牌229,武吉巴督东3道
28331,Blk 229,Jurong East Ave 1,大牌229,裕廊东1道
76229,Blk 229,Tampines Ave 7,大牌229,淡滨尼7道
96171,Bet Blks 227/228,Simei St 4,大牌228对面,四美4街
28289,Blk 228,Jurong Town Hall Rd,大牌228,裕廊镇大会堂路
65031,Blk 227D,Punggol Rd,大牌227D,榜鹅路
52389,Blk 227,Lor 8 Toa Payoh,大牌227,大巴窑8巷
59231,Blk 227,Yishun Ring Rd,大牌227,义顺环路
67179,Opp Blk 225A,Compassvale Dr,大牌225A对面,康埔桦通道
67171,Blk 225A,Compassvale Dr,大牌225A,康埔桦通道
43701,Blk 225,Bt Batok Ctrl,大牌225,武吉巴督中路
96199,Opp Blk 224,Simei Rd,大牌224对面,四美路
44451,Blk 224,Choa Chu Kang Way,大牌224,蔡厝港大道
96191,Blk 224,Simei Rd,大牌224,四美路
54629,Opp Blk 223,Ang Mo Kio Ave 1,大牌223对面,宏茂桥1道
73029,Opp LP 223R10,Tampines Rd,大牌223R10对面,淡滨尼路
67199,Opp Blk 223D,Compassvale Rd,大牌223D对面,康埔桦路
67191,Blk 223D,Compassvale Rd,大牌223D,康埔桦路
54621,Blk 223,Ang Mo Kio Ave 1,大牌223,宏茂桥1道
44269,Blk 223,Bt Panjang Rd,大牌223,武吉班让路
44481,Blk 223,Choa Chu Kang Ctrl,大牌223,蔡厝港中
96291,Blk 223,Simei St 4,大牌223,四美4街
52529,Bef Blk 221,Lor 8 Toa Payoh,大牌221对面,大巴窑8巷
84041,Blk 221A,New Upp Changi Rd,大牌221A,新樟宜路上段
54619,Opp Blk 220,Ang Mo Kio Ave 1,大牌220对面,宏茂桥1道
84191,Blk 220 CP,Bedok Nth Ave 3,大牌220CP,勿洛北3道
84199,Opp Blk 220 CP,Bedok Nth Ave 3,大牌220 CP对面,勿洛北3道
54611,Blk 220,Ang Mo Kio Ave 1,大牌220,宏茂桥1道
21241,Blk 220,Boon Lay Ave,大牌220,文礼道
44489,Blk 220,Choa Chu Kang Ctrl,大牌220,蔡厝港中
21161,Blk 220,Corporation Rd,大牌220,企业路
59099,Blk 220,Yishun Ave 2,大牌220,义顺2道
60199,Blk 22,Boon Keng Rd,大牌22,文庆路
81179,Blk 22,Old Airport Rd,大牌22,旧机场路
11259,Opp Blk 21,Holland Dr,大牌21对面,荷兰通道
44379,Opp Blk 219,Petir Rd,大牌219对面,柏堤路
52059,Blk 219,Braddell Rd,大牌219,布莱德路
44371,Blk 219,Petir Rd,大牌219,柏堤路
53241,Opp Blk 217,Bishan Rd,大牌217对面,碧山路
43731,Opp Blk 217 ,Bt Batok St 21,大牌217对面,武吉巴督21街
43739,Blk 217 ,Bt Batok St 21,大牌217,武吉巴督21街
78169,Opp Blk 216,Pasir Ris Dr 4,大牌216对面,巴西立通道4
76189,Opp Blk 216,Tampines St 23,大牌216对面,淡滨尼23街
78161,Blk 216,Pasir Ris Dr 4,大牌216,巴西立通道4
76181,Blk 216,Tampines St 23,大牌216,淡滨尼23街
21249,Blk 213,Boon Lay Ave,大牌213,文礼道
46151,Blk 212,Marsiling Lane,大牌212,马西岭巷
63231,Bet Blks 210/211,Hougang St 21,大牌211对面,后港21街
44399,Opp Blk 210,Choa Chu Kang Dr,大牌210对面,蔡厝港通道
63239,Opp Blk 210,Hougang St 21,大牌210对面,后港21街
53249,Blk 210,Bishan Rd,大牌210,碧山路
21431,Blk 210,Boon Lay Pl,大牌210,文礼坊
28079,Blk 210,Boon Lay Way,大牌210,文礼大道
78059,Blk 210,Pasir Ris Dr 1,大牌210,巴西立通道1
63241,Blk 21,Hougang Ave 3,大牌21,后港3道
46911,Opp Blk 20,Woodlands Loop,大牌20对面,兀兰环道
54239,Blk 209,Ang Mo Kio Ave 3,大牌209,宏茂桥3道
21459,Blk 209,Boon Lay Dr,大牌209,文礼通道
63141,Blk 209,Boundary Rd,大牌209,曼德里路
28311,Blk 209,Jurong East Ctrl,大牌209,裕廊东中路
63229,Aft Blk 207,Hougang St 21,大牌207对面,后港21街
54011,Blk 207,Ang Mo Kio Ave 6,大牌207,宏茂桥6道
21441,Blk 207,Boon Lay Pl,大牌207,文礼坊
28319,Blk 207,Jurong East Ctrl,大牌207,裕廊东中路
67201,Blk 206A,Compassvale Rd,大牌206A,康埔桦路
21451,Blk 206,Boon Lay Dr,大牌206,文礼通道
44479,Blk 206,Choa Chu Kang Ctrl,大牌206,蔡厝港中
46159,Blk 206,Marsiling Lane,大牌206,马西岭巷
66379,Blk 206,S'goon Ctrl,大牌206,实龙岗中路
76091,Blk 206,Tampines Ave 2,大牌206,淡滨尼2道
78219,Opp Blk 204,Pasir Ris St 21,大牌204对面,巴西立21街
67611,Blk 204C,Sengkang Ctrl,大牌204C,盛港中路
44119,Blk 204,Choa Chu Kang Ave 1,大牌204,蔡厝港1道
78211,Blk 204,Pasir Ris St 21,大牌204,巴西立21街
53391,Opp Blk 203,Bishan St 22,大牌203对面,碧山22街
44111,Opp Blk 203,Choa Chu Kang Ave 1,大牌203对面,蔡厝港1道
21239,Opp Blk 203,Corporation Rd,大牌203对面,企业路
67261,Blk 203B,Sengkang East Ave,大牌203B,盛港东道
67269,Opp Blk 203A,Sengkang East Ave,大牌203A对面,盛港东道
28069,Blk 203,Boon Lay Way,大牌203,文礼大道
67209,Blk 203,Compassvale Rd,大牌203,康埔桦路
21231,Blk 203,Corporation Rd,大牌203,企业路
20109,Blk 203,C'wealth Ave West,大牌203,联邦西道
46149,Blk 203,Marsiling Dr,大牌203,马西岭通道
59689,Blk 203,Yishun Ctrl,大牌203,义顺中路
44391,Aft Blk 202,Choa Chu Kang Dr,大牌202对面,蔡厝港通道
53399,Blk 202,Bishan St 22,大牌202,碧山22街
52441,Blk 202,Lor 1 Toa Payoh,大牌202,大巴窑1巷
44381,Blk 202,Petir Rd,大牌202,柏堤路
44389,Opp Blk 201,Petir Rd,大牌201对面,柏堤路
59161,Opp Blk 201,Yishun Ctrl,大牌201对面,义顺中路
67619,Blk 201C,Sengkang Ctrl,大牌201C,盛港中路
65201,Opp Blk 201A,Punggol Field,大牌201A对面,榜鹅场
17371,Blk 201,Clementi Ave 6,大牌201,金文泰6道
10079,Blk 201,Jln Bt Merah,大牌201,惹兰红山
21681,Opp Blk 200,Boon Lay Way,大牌200对面,文礼大道
67339,Opp Blk 200B,Sengkang East Ave,大牌200B对面,盛港东道
67331,Blk 200B,Sengkang East Ave,大牌200B,盛港东道
21689,Blk 200,Boon Lay Way,大牌200,文礼大道
6161,Blk 2,Havelock Rd,大牌2,合乐路
49119,Blk 2,Kranji Rd,大牌2,克兰芝路
52351,Blk 2,Lor 6 Toa Payoh,大牌2,大巴窑6巷
46209,Blk 2,Marsiling Dr,大牌2,马西岭通道
80279,Blk 2,Mountbatten Rd,大牌2,蒙巴登路
27219,Blk 2,Nanyang Dr,大牌2,南洋通道
27311,Hall 2,Nanyang Dr,大牌2,南洋通道
14241,Opp Blk 1,Henderson Rd,大牌1对面,亨德申路
46709,Aft Blk 1,Marsiling Dr,大牌1对面,马西岭通道
62141,Opp Blk 1,Upp S'goon Rd,大牌1对面,实龙岗路上段
46088,Opp Blk 1A,Woodlands Ctr Rd,大牌1A对面,兀兰中心路
42169,Opp Blk 19,Jln Jurong Kechil,大牌19对面,惹兰裕廊克基
46171,Opp Blk 19,Marsiling Lane,大牌19对面,马西岭巷
80301,Bef Blk 19,Upp Boon Keng Rd,大牌19对面,文庆路上段
65081,Opp Blk 199C,Punggol Rd,大牌199C对面,榜鹅路
48049,LP 199,Mandai Rd,大牌199,万礼路
78051,Blk 197,Pasir Ris Dr 1,大牌197,巴西立通道1
65241,Blk 196C,Edgefield Plains,大牌196C,临原坪
